name,city,country,status.started,status.completed,height,floors,material,function,student
The Waverly at South Beach,Miami Beach,US,0,2001,110.3399963,36,concrete,1,
The Chicagoan,Chicago,US,0,1990,110.3000031,37,concrete,2,
One Illinois Center,Chicago,US,1967,1970,110.3000031,30,concrete,1,
Edgewater Plaza North,Chicago,US,0,1968,110,38,concrete,1,
Bay House Miami Residences,Miami,US,2013,2015,110,36,concrete,1,
San Diego Marriott Marquis & Marina Tower 1,San Diego,US,0,1984,110,25,steel,1,
San Diego Marriott Marquis & Marina Tower 2,San Diego,US,0,1987,110,25,steel,1,
Edith Green-Wendell Wyatt Federal Building,Portland,US,2010,2013,110,18,steel,1,
101 West Ohio,Indianapolis,US,0,1987,109.7699966,22,concrete,1,
Halcyon,New York City,US,2007,2015,109.7300034,32,concrete,1,
520 Pike Tower,Seattle,US,0,1983,109.7300034,29,steel,1,
West 8th,Seattle,US,2007,2009,109.7300034,28,steel,1,
The Allerton Hotel Chicago,Chicago,US,1923,1924,109.7300034,25,steel,1,
250 West Pratt Street,Baltimore,US,0,1986,109.7300034,24,steel,1,
2 East Oak Street,Chicago,US,0,1967,109.6999969,39,concrete,1,
Chestnut Tower,Chicago,US,1999,2000,109.6999969,36,concrete,1,
Sheraton Phoenix Downtown,Phoenix,US,2006,2008,109.6999969,32,concrete/steel,1,
Walton on the Park South Tower,Chicago,US,2008,2010,109.6999969,31,concrete,1,
City Point Tower II,New York City,US,2013,2016,109.6999969,30,concrete,1,
Escala,Seattle,US,2006,2009,109.6999969,30,concrete,1,
Miami-Dade County Courthouse,Miami,US,1925,1928,109.6999969,28,concrete,1,
Bank of America Tower,Phoenix,US,1998,2000,109.6999969,23,concrete/steel,1,
River Gate Apartments,New York City,US,0,1985,109.1200027,35,concrete,1,
City Center,Bellevue,US,0,1986,109.0999985,27,composite,1,
Ovation,St. Petersburg (FL),US,2007,2009,109.0999985,26,concrete,1,
Figueroa Tower,Los Angeles,US,0,1989,109,28,steel,1,
Regents Park South,Chicago,US,1970,1972,108.9000015,37,concrete,1,
1600 Museum Park,Chicago,US,2007,2009,108.9000015,32,concrete,1,
The Cypress Club I,Fort Myers,US,2006,0,108.8199997,32,concrete,1,
165 West Superior Street,Chicago,US,2015,2017,108.8099976,34,concrete,1,
New World Tower,Miami,US,0,1965,108.8000031,30,steel,1,
Solaire at the Plaza,Orlando,US,2004,2006,108.8000031,30,concrete,1,
Sofitel New York Hotel,New York City,US,1997,2000,108.6299973,30,concrete,1,
Eaton Center,Cleveland,US,1981,1983,108.5100021,28,concrete,1,
2116 Chestnut,Philadelphia,US,2012,2013,108.5,34,concrete,1,
WTC Marriott,New York City,US,2014,2016,108.5,30,concrete,1,
3300 North Central Avenue,Phoenix,US,0,1980,108.5,27,steel,1,
Fifth Street Towers I,Minneapolis,US,0,1987,108.3600006,26,composite,1,
Westinghouse Tower,Pittsburgh,US,0,1970,108.2099991,23,steel,1,
The Columbia,New York City,US,1981,1983,108.1999969,35,concrete,1,
ParkShore Plaza,St. Petersburg (FL),US,2004,2006,108.1999969,29,concrete,1,
Esquire Plaza,Sacramento,US,0,1999,108.1999969,22,steel,1,
Hunter's Point South Tower 2,New York City,US,2013,2015,108,32,concrete,1,
Grand Tower,Los Angeles,US,0,1989,108,28,concrete,1,
101 Second Street,San Francisco,US,0,1999,108,26,steel,1,
One City Place,White Plains,US,2002,2004,107.9000015,35,concrete,1,
Trump Tower at City Center,White Plains,US,2003,2005,107.9000015,35,concrete,1,
160 Riverside Boulevard at Trump Place,New York City,US,0,2001,107.9000015,33,concrete,1,
Glendale Plaza,Glendale,US,0,1999,107.5999985,25,steel,1,
Azure,New York City,US,2007,2010,107.3000031,32,concrete,1,
Post Toscana Apartments,New York City,US,2002,2003,107.3000031,31,concrete,1,
Cozumel at Cape Marco in Marco Island,Marco Island,US,0,1996,107.3000031,24,concrete,1,
60 Wall Street,New York City,US,1903,1905,107.2900009,26,steel,1,
Yacht Harbor Tower II,Honolulu,US,0,1973,107,38,concrete,1,
Crowne Plaza Hotel Downtown Seattle,Seattle,US,0,1980,107,34,composite,1,
Trump International Beach Resort,Sunny Isles Beach,US,2003,2004,107,32,concrete,2,
Atrium Two,Cincinnati,US,0,1984,107,28,concrete,1,
KPMG Center,Los Angeles,US,0,1991,107,28,steel,1,
Capitol Square,Sacramento,US,0,1992,106.9800034,25,concrete,1,
Regency Tower,Honolulu,US,0,1974,106.6999969,42,concrete,1,
Malibu Condominiums,Chicago,US,1967,1969,106.6999969,39,concrete,1,
The Aqua Waikiki Marina Towers,Honolulu,US,0,1984,106.6999969,39,concrete,1,
Yacht Harbor Tower I,Honolulu,US,0,1972,106.6999969,38,concrete,1,
The Ritz-Carlton Residences Waikiki Beach,Honolulu,US,2013,2016,106.6999969,37,concrete,1,
The Infinity I,San Francisco,US,2005,2008,106.6999969,35,concrete,1,
4 Midtown,Miami,US,2005,2008,106.6999969,33,concrete,1,
45-40 Center Boulevard,New York City,US,2011,2013,106.6999969,32,concrete,1,
Luxor Pyramid,Las Vegas,US,1992,1993,106.6999969,30,steel,2,
Marriott Riverwalk,San Antonio,US,0,1979,106.6999969,30,concrete,1,
The Metropolitan,New York City,US,2002,2004,106.6999969,30,concrete,1,
Capitol Square,Columbus,US,0,1984,106.6999969,26,steel,1,
Executive Complex,San Diego,US,0,1963,106.6999969,25,steel,1,
Exelon Tower,Baltimore,US,2014,2016,106.6999969,20,concrete,2,
Trump Park Avenue,New York City,US,0,1929,106.6800003,32,steel,1,
10 West End,New York City,US,2005,2007,106.6800003,31,concrete,1,
Chamber of Commerce Building,New York City,US,0,1926,106.6800003,30,steel,1,
Charles Towers North Apartments,Baltimore,US,0,1967,106.6800003,27,concrete,1,
Legg Mason Tower,Baltimore,US,2008,2009,106.6800003,24,concrete,1,
One Utah Center,Salt Lake City,US,1990,1991,106.6800003,24,steel,1,
Octavius Tower,Las Vegas,US,2008,2012,106.6800003,23,steel,1,
Trinity Building,New York City,US,1904,1905,106.6800003,22,steel,1,
Robert T. Matsui Federal Courthouse,Sacramento,US,0,1992,106.6800003,16,steel,2,
Continental Place,Seattle,US,0,1981,106.4000015,34,concrete,1,
First Hill Plaza,Seattle,US,0,1982,106.4000015,33,concrete,1,
Westin Book-Cadillac Detroit,Detroit,US,1923,1924,106.4000015,31,steel,1,
Bunker Hill Towers,Los Angeles,US,0,1968,106.3799973,32,steel,1,
601 California Street,San Francisco,US,0,1960,106.3799973,22,steel,1,
215 West Lake,Chicago,US,2016,2018,106.1699982,33,concrete,1,
Mercedes House,New York City,US,2009,2012,106.0999985,32,concrete,1,
Greektown Casino Hotel,Detroit,US,2006,2009,106.0999985,30,concrete,1,
The Century,New York City,US,0,1931,106.0699997,32,steel,1,
The Moderne,Milwaukee,US,2011,2013,106.0699997,30,concrete,1,
Bank of America Building,New York City,US,0,1983,106.0699997,26,steel,1,
City National Bank Building,Los Angeles,US,1966,1968,106.0699997,24,steel,1,
Manhattan Life Insurance Building,New York City,US,1893,1894,106.0699997,18,steel,1,
Park Alexandria,Chicago,US,2002,2003,105.8399963,32,concrete,1,
Hawaii Prince I,Honolulu,US,0,1990,105.8000031,32,concrete,1,
Hawaii Prince II,Honolulu,US,0,1990,105.8000031,32,concrete,1,
One Renaissance Square,Phoenix,US,0,1986,105.8000031,26,concrete,1,
Henry W. Oliver Building,Pittsburgh,US,1908,1910,105.8000031,25,steel,1,
2555 Grand Avenue,Kansas City,US,0,2003,105.8000031,24,steel,1,
Sofitel Chicago Water Tower,Chicago,US,2000,2002,105.7900009,33,concrete,1,
461 Dean Street,New York City,US,2013,0,105.7699966,32,steel,1,
Edgewater Plaza South,Chicago,US,1970,1971,105.5,38,concrete,1,
Southampton Apartments,Jersey City,US,1999,2000,105.5,36,concrete,1,
777 Avenue of the Americas,New York City,US,0,2001,105.5,31,concrete,1,
Hilcorp Energy Tower,Houston,US,2014,2016,105.5,23,concrete,1,
Plaza Towers Apartments,New York City,US,0,1964,105.4599991,33,concrete,1,
The Majestic,New York City,US,1930,1931,105.4599991,29,steel,1,
29 Park Madison,New York City,US,2006,2008,105.1999969,34,concrete,1,
New Yorker East Apartments,New York City,US,0,1975,105.1999969,34,concrete,1,
Eight O Five,Chicago,US,2013,2015,105.1999969,33,concrete,1,
One Riverside Park,New York City,US,2013,2015,105.1999969,33,concrete,1,
Westlake Center,Seattle,US,0,1988,105.1999969,25,steel,2,
Federal Building & J.W. McCormack Post,Boston,US,1929,1931,105.1999969,22,steel,1,
Plaza Towers,Grand Rapids,US,1988,1991,105.1600037,34,concrete,2,
The Palms 2,Fort Lauderdale,US,0,1999,105.1600037,32,concrete,1,
West Sixth Tempe Tower 2,Tempe,US,2005,2011,105.1600037,30,concrete,1,
West Ocean Condominiums I,Long Beach,US,0,2007,105.1600037,29,concrete,1,
La Gorce Palace,Miami Beach,US,0,1996,105.0999985,34,concrete,1,
Nine O Nine Kapiolani,Honolulu,US,2005,2007,105,33,concrete,1,
Sessanta,New York City,US,0,2009,105,27,concrete,1,
Farmers Bank Building,Pittsburgh,US,1900,1902,105,25,steel,1,
Three PNC Plaza,Pittsburgh,US,2007,2010,105,23,steel/concrete,3,
Three Gateway Center,Pittsburgh,US,0,1952,104.9000015,24,steel,1,
The Avery,New York City,US,2005,2008,104.8499985,30,concrete,1,
The Wilshire,Los Angeles,US,0,1990,104.8499985,27,concrete,1,
Land Title Building Annex,Philadelphia,US,0,1902,104.8499985,22,steel,1,
The Atlantic,Jersey City,US,0,1998,104.8000031,35,concrete,1,
Hyatt Regency McCormick Place,Chicago,US,0,1998,104.8000031,33,concrete,1,
414 Water Street,Baltimore,US,2006,2008,104.75,33,concrete,1,
5 Penn Plaza,New York City,US,1915,1916,104.5500031,24,steel,1,
Philtower,Tulsa,US,0,1927,104.5,24,steel,2,
HarborView Condominium,Baltimore,US,0,1993,104.4000015,29,concrete,1,
350 West 40th Street,New York City,US,2014,2016,104.25,35,concrete,1,
Four Points by Sheraton - Midtown Times Square,New York City,US,0,2009,104.25,33,concrete,1,
301 East 50th Street,New York City,US,2013,2015,104.25,29,concrete,1,
The Palms 1,Fort Lauderdale,US,0,2001,104.2399979,30,concrete,1,
Broadway Plaza,Rochester,US,2002,2004,104.2399979,29,concrete,1,
800-820 North Wells Street,Chicago,US,2016,0,104.2399979,23,concrete,1,
Ellison Building,Boston,US,1989,1992,104.1999969,24,composite,1,
Regents Park North,Chicago,US,1972,1974,104.1800003,36,concrete,1,
Freeport-McMoRan Center,Phoenix,US,2007,2009,104.1399994,26,steel/concrete,1,
Tower East Apartments,New York City,US,0,1962,104,34,concrete,1,
Hilton Hotel at 54th,New York City,US,2011,2013,103.9400024,34,concrete,1,
High Point I,Fort Myers,US,2004,2007,103.9400024,33,concrete,1,
Grovenor House,Miami,US,2004,2006,103.9000015,33,concrete,1,
The Yacht Club at Portofino,Miami Beach,US,1997,1999,103.9000015,33,concrete,1,
Distrikt Hotel,New York City,US,0,2009,103.9000015,32,concrete,1,
First National Building,Detroit,US,1921,1930,103.9000015,26,steel,1,
Phoenix Corporate Center,Phoenix,US,1962,1965,103.9000015,26,concrete,1,
Wall Street Exchange Building,New York City,US,1902,1903,103.9000015,25,steel,1,
100 Washington Square,Minneapolis,US,1979,1981,103.8399963,22,concrete,1,
High Point II,Fort Myers,US,2005,2007,103.6299973,33,concrete,1,
Oasis I,Fort Myers,US,2006,2008,103.6299973,32,concrete,1,
Ariel West,New York City,US,2006,2008,103.6299973,31,concrete,1,
Chicago Hilton & Towers,Chicago,US,1925,1927,103.6299973,29,steel,1,
Dominion Tower,Norfolk,US,0,1987,103.6299973,26,steel,1,
Merchandise Mart,Chicago,US,1928,1930,103.6299973,25,steel,1,
The Kirby Collection Residential Tower,Houston,US,2015,2017,103.6299973,22,concrete,2,
The Plaza,Des Moines,US,1984,1985,103.5999985,27,concrete,1,
Two Rector Street,New York City,US,0,1907,103.5999985,26,steel,1,
Oasis II,Fort Myers,US,2006,2008,103.5800018,32,concrete,1,
3150 North Lake Shore Drive,Chicago,US,0,1963,103.3300018,38,concrete,1,
Windsor on the Lake,Austin,US,2007,2008,103.3300018,31,concrete,1,
St. Patrick's Cathedral,New York City,US,0,1879,103.3300018,0,masonry,1,
Verizon Building,Pittsburgh,US,0,1931,103.3000031,21,steel,1,
Hilton Alexandria Mark Center,Alexandria (VA),US,0,1985,103.0199966,30,concrete,1,
1550 North Lake Shore Drive Apartments,Chicago,US,1958,1960,103,34,concrete,1,
Flamingo Resort Residences III,Miami Beach,US,0,2001,103,32,concrete,1,
255 East 74th Street,New York City,US,2007,2009,103,30,concrete,1,
University Hall,Chicago,US,0,1965,103,28,concrete,2,
Bank of Tokyo Building,New York City,US,1894,1896,103,26,steel,1,
Le Meridien Hotel,Houston,US,2014,2016,103,25,concrete,1,
Wells Fargo Plaza,Tacoma,US,1969,1970,103,25,concrete,1,
1001 Woodward,Detroit,US,1963,1965,103,23,steel,1,
The Bryant Park Hotel,New York City,US,1923,1924,103,23,steel,1,
McKnight Tower Apartments,Minneapolis,US,1968,1973,102.8300018,39,concrete,1,
Circus Circus West Tower,Las Vegas,US,1995,1996,102.6999969,35,concrete,2,
The Concerto,New York City,US,0,1991,102.6999969,35,concrete,1,
The Floridian,Miami Beach,US,0,1997,102.6999969,33,concrete,1,
901 West Weed Street,Chicago,US,0,0,102.6999969,29,concrete,1,
200 East Delaware,Chicago,US,0,1972,102.4100037,36,concrete,1,
Century Tower,Chicago,US,0,1930,102.4100037,28,concrete,1,
Loop Transportation Center,Chicago,US,1983,1985,102.4100037,27,concrete,1,
Twelve Atlantic Station,Atlanta,US,2004,2005,102.4100037,26,concrete,2,
One Dayton Centre,Dayton,US,0,1989,102.4100037,20,concrete,1,
Courts Brickell Key,Miami,US,0,2002,102.4000015,34,concrete,1,
875 Avenue of the Americas,New York City,US,0,1927,102.4000015,25,steel,1,
Elm Street Plaza,Chicago,US,0,1974,102.1100006,33,concrete,1,
Imperial Palace Casino Hotel,Biloxi,US,0,1998,102.1100006,32,concrete,2,
The Oliver Cromwell,New York City,US,0,1927,102.1100006,30,concrete,1,
99 Wall Street,New York City,US,0,1931,102.1100006,24,steel,1,
The Veneto,New York City,US,2006,2007,102.0999985,32,concrete,1,
Cielo,Seattle,US,2013,2015,102.0999985,31,composite,1,
410 Building,Denver,US,1977,1978,102.0999985,24,steel/concrete,1,
The Grandview,Atlanta,US,0,1990,102,36,concrete,1,
990 North Lake Shore Drive,Chicago,US,1972,1973,102,33,concrete,1,
3 Columbus Circle,New York City,US,2008,2011,102,26,steel,1,
35XV Residences,New York City,US,2012,2015,102,25,concrete/steel,2,
Beneficial Financial Group Tower,Salt Lake City,US,1996,1998,102,20,steel,1,
Staybridge Suites Times Square - New York City,New York City,US,0,2009,101.8000031,32,concrete,1,
The Impala,New York City,US,0,2001,101.8000031,31,concrete,1,
Catalyst,Houston,US,2015,2016,101.8000031,28,concrete,1,
Transunion Building,Chicago,US,1959,1961,101.8000031,24,concrete,1,
Newport Lofts,Las Vegas,US,2005,2007,101.8000031,23,steel,1,
1212 North Lake Shore Drive,Chicago,US,0,1969,101.5,36,concrete,1,
2500 North Lakeview,Chicago,US,1973,1974,101.5,35,concrete,1,
The Sutton,New York City,US,2014,2016,101.5,30,concrete,1,
Bayfront Tower,St. Petersburg (FL),US,0,1975,101.5,29,concrete,1,
Bank of America Center,Richmond,US,1971,1974,101.5,26,steel,1,
CNA Plaza North,Chicago,US,1961,1962,101.5,24,steel,1,
Liberty Building,Buffalo,US,0,1925,101.5,23,steel,1,
U.S. Federal Courthouse,San Diego,US,2009,2012,101.5,16,steel,1,
Bridgeview,San Francisco,US,0,2002,101.4199982,26,concrete,2,
Inland Steel Building,Chicago,US,1956,1958,101.3000031,19,steel,1,
Plaza Venetia Hotel,Miami,US,0,1979,101.1999969,33,concrete,2,
Miami Marriott Biscayne Bay,Miami,US,0,1979,101.1999969,31,concrete,1,
220 West 41st Street,New York City,US,2013,2015,101.1999969,30,concrete,1,
Concerto Tower 1,Los Angeles,US,2007,2009,101.1999969,28,concrete,1,
Concerto Tower 2,Los Angeles,US,0,0,101.1999969,28,concrete,1,
1st Tennessee Bank Building,Memphis,US,1961,1964,101.1999969,25,steel,1,
Concord City Centre,Chicago,US,0,1927,101.1999969,23,steel,1,
Martin Tower,Bethlehem,US,0,1972,101.1999969,21,steel,1,
Mayfair Towers,New York City,US,1963,1964,101.1900024,36,steel,1,
270 Broadway,New York City,US,0,1930,101.1900024,28,steel,1,
Banyan Tree Plaza,Honolulu,US,0,1974,101,35,concrete,1,
The Octavia,New York City,US,0,1985,101,32,concrete,1,
W Downtown Atlanta Hotel & Residences,Atlanta,US,2005,2009,100.9000015,28,concrete,2,
Gold Coast Galleria,Chicago,US,1989,1991,100.8899994,32,concrete,1,
American Center,Southfield,US,0,1975,100.8899994,25,steel,1,
180 Montague Street,New York City,US,0,2000,100.8799973,33,concrete,1,
Park East Tower,St. Louis,US,2005,2007,100.6600037,26,concrete,1,
Trump Plaza I,West Palm Beach,US,1984,1986,100.5999985,32,concrete,1,
Trump Plaza II,West Palm Beach,US,0,1986,100.5999985,32,concrete,1,
Post Oak,Houston,US,2012,2014,100.5999985,29,concrete,1,
200 Carondelet,New Orleans,US,1928,1929,100.5999985,23,steel,1,
2 Wall Street,New York City,US,1932,1933,100.5999985,22,steel,1,
Frick Building,Pittsburgh,US,0,1902,100.5999985,20,steel,1,
Suffolk County Courthouse,Boston,US,1936,1939,100.5999985,19,steel,1,
Cosmopolitan,Seattle,US,2005,2007,100.5899963,33,concrete,1,
FirstMerit Tower,Akron,US,1929,1931,100.5899963,27,steel,1,
525 West Monroe Street,Chicago,US,0,1983,100.5899963,25,concrete,1,
Charles Center South,Baltimore,US,0,1975,100.5899963,25,steel,1,
1201 North Market Street,Wilmington,US,0,1988,100.5899963,23,steel,1,
ADA Building,Chicago,US,1963,1965,100.5899963,23,composite,1,
UniSource Energy Tower,Tucson,US,0,1986,100.5899963,23,steel,1,
500 West Fifth Street,Winston-Salem,US,1978,1980,100.5899963,21,steel,1,
Tower Building,Baltimore,US,1910,1912,100.5899963,16,steel,1,
Montebello,Houston,US,2002,2004,100.5800018,30,concrete,1,
55 Second Street,San Francisco,US,2000,2002,100.5800018,25,steel,1,
150 California Street,San Francisco,US,1998,1999,100.5800018,23,steel,1,
Museum Park Place 2,Chicago,US,2007,2009,100.4000015,30,concrete,1,
South Shore Beach Apartments,Chicago,US,1964,1965,100.3000031,34,concrete,1,
292 Madison Avenue,New York City,US,0,1923,100.3000031,25,steel,1,
Two Northside Piers,New York City,US,2008,2009,100.2799988,30,concrete,1,
44 Wall Street,New York City,US,0,1926,100.25,22,steel,1,
840 North Lake Shore Drive,Chicago,US,2001,2004,100.1800003,27,concrete,1,
Michigan Terrace Condominiums,Chicago,US,1961,1963,100,33,concrete,1,
29-07 Queens Plaza North,New York City,US,2013,2015,100,31,concrete,2,
The Laurel,New York City,US,0,2009,100,31,concrete,1,
Forte Condominiums,New York City,US,0,2007,100,28,concrete,1,
LVMH Tower,New York City,US,1995,1999,100,25,steel,1,
E.ON U.S. Center,Louisville,US,0,1989,100,23,composite,1,
225 Bush Street,San Francisco,US,0,1922,100,22,steel,1,
Eighteen Eighty Eight Building,Los Angeles,US,0,1971,100,21,steel,1,
Premier Health Center,Dayton,US,0,1989,100,20,steel,1,
5000 Town Center,Southfield,US,0,1984,99.98000336,33,concrete,1,
1240 North Lake Shore Drive,Chicago,US,0,1971,99.98000336,32,concrete,1,
300 West 6th Street,Austin,US,2000,2002,99.97000122,23,concrete,1,
Brickell City Tower,Miami,US,0,1986,99.90000153,33,concrete,1,
530 North Lake Shore Drive,Chicago,US,2001,2003,99.87000275,29,concrete,1,
Marquette Place,Minneapolis,US,1982,1985,99.80000305,36,concrete,1,
Audubon Tower,New York City,US,0,1964,99.69999695,32,concrete,1,
Park Tower,New York City,US,0,1964,99.69999695,32,concrete,1,
St. Nicholas Tower,New York City,US,0,1964,99.69999695,32,concrete,1,
Wadsworth Tower,New York City,US,0,1964,99.69999695,32,concrete,1,
545 8th Avenue,New York City,US,0,1927,99.69999695,23,steel,1,
The Tower,Los Angeles,US,0,1988,99.69999695,23,composite,1,
43 Exchange Place,New York City,US,1902,1903,99.66999817,25,steel,1,
The Seville,New York City,US,0,2002,99.40000153,31,concrete,1,
3400 Montrose,Houston,US,2014,2016,99.40000153,30,concrete,1,
MyBrickell,Miami,US,2012,2014,99.40000153,25,concrete,1,
222 2nd Avenue South,Nashville,US,2016,2018,99.37000275,26,concrete,1,
Daniels & Fisher Tower,Denver,US,0,1910,99.09999847,20,steel,1,
The Breakers at Edgewater Beach,Chicago,US,0,1987,99.05999756,33,concrete,1,
The John Ross Tower,Portland,US,2005,2007,99.05999756,32,concrete,1,
Mirabella,Portland,US,2008,2010,99.05999756,30,concrete,1,
The Ardea,Portland,US,2006,2008,99.05999756,30,concrete,1,
TradeMark,Charlotte,US,2005,2007,99.05999756,28,concrete,1,
Abington House on the Highline,New York City,US,2012,2014,99,33,concrete,1,
Fairfield Inn New York/Manhattan Financial District,New York City,US,0,2015,99,31,concrete,1,
The Lancaster,Chicago,US,2003,2005,98.80999756,30,concrete,1,
American Towers Condominiums North Tower,Salt Lake City,US,1981,1982,98.76000214,26,concrete,2,
American Towers Condominiums South Tower,Salt Lake City,US,1981,1982,98.76000214,26,concrete,2,
Chrysler House,Detroit,US,1910,1913,98.59999847,23,steel,1,
The Lara,New York City,US,2012,2014,98.44999695,30,concrete,1,
Hunter-Dulin Building,San Francisco,US,0,1926,98.25,22,steel,1,
Harris Bank Addition I,Chicago,US,1957,1960,98.19999695,23,steel,1,
State Capitol Tower,Tallahassee,US,1974,1977,98.15000153,23,steel,1,
Macy's Addition,New York City,US,0,1924,98.15000153,19,steel,1,
Astoria,Houston,US,2013,2016,98.09999847,25,concrete,1,
Pennsylvania Power & Light Building,,US,1926,1928,98.01999664,24,steel,1,
Americana Towers,Chicago,US,0,1970,98,34,concrete,1,
1212 South Michigan,Chicago,US,0,1982,98,30,concrete,1,
36 East Seventh Street,Cincinnati,US,0,1989,98,26,concrete,1,
McCormack Building,Boston,US,0,1975,98,22,steel,1,
River View I,Chicago,US,1998,2000,97.98999786,27,concrete,1,
1133 North Dearborn,Chicago,US,1987,1988,97.88999939,33,concrete,1,
US Bank Plaza II,Minneapolis,US,0,1981,97.87000275,23,concrete,1,
Flagler on the River,Miami,US,2013,2014,97.83999634,32,concrete,2,
The Avalon Riverview,New York City,US,2001,2002,97.83999634,32,concrete,1,
Gotham West,New York City,US,2011,2013,97.83999634,31,concrete,1,
AT&T Building,Indianapolis,US,0,1932,97.83999634,22,steel,1,
River Line Building D,Chicago,US,0,0,97.81999969,29,concrete,1,
Knights of Columbus Tower,New Haven,US,1967,1969,97.73999786,23,composite,1,
Liberty Luxe,New York City,US,2009,2011,97.54000092,32,concrete,1,
1515 Tower,West Palm Beach,US,0,1974,97.54000092,30,concrete,1,
Westin Michigan Avenue,Chicago,US,0,1972,97.54000092,27,concrete,1,
Kroger Building,Cincinnati,US,0,1954,97.54000092,25,concrete,1,
World Trade Center at City Creek,Salt Lake City,US,1984,1986,97.54000092,22,steel,2,
Wells Fargo Tower,Roanoke,US,1990,1991,97.54000092,21,concrete,1,
East Hampton,Jersey City,US,0,1999,97.5,32,concrete,1,
Avalon Exeter,Boston,US,2011,2014,97.5,28,steel,1,
519 8th Avenue,New York City,US,0,1927,97.5,24,steel,1,
Sayan Condominium,Sunny Isles Beach,US,2004,2006,97.25,30,concrete,1,
The Vermont West Tower,Los Angeles,US,2012,2014,97.09999847,29,concrete,1,
London Guarantee Building,Chicago,US,1922,1923,97.01999664,22,steel,1,
The Riverside,Jersey City,US,0,1998,97,32,concrete,1,
United States Realty Building,New York City,US,1906,1907,97,22,steel,1,
Seattle Tower,Seattle,US,1927,1929,96.90000153,27,steel,1,
Bryant Building,Kansas City,US,1929,1931,96.90000153,26,steel,1,
East Coast Tower II,New York City,US,0,2008,96.31999969,30,concrete,1,
Prentice Women's Hospital,Chicago,US,2003,2007,96.31999969,18,composite,1,
National City Center,Akron,US,0,1969,96.27999878,23,steel,1,
The Parker,Chicago,US,2015,2016,96.01000214,29,concrete,1,
One Tequesta Point,Miami,US,0,1995,96,30,concrete,1,
St. Paul Building,New York City,US,1895,1898,96,26,steel,1,
One M&T Plaza,Buffalo,US,1964,1966,96,21,steel,1,
8th and Main Tower,Boise,US,2012,2014,96,18,concrete/steel,1,
1000 South Clark,Chicago,US,2014,2016,95.86000061,29,concrete,1,
Michigan Avenue Tower I,Chicago,US,2003,2005,95.76000214,29,concrete,1,
Reynolds Building,Winston-Salem,US,1928,1929,95.72000122,21,steel,1,
505 LaGuardia Place,New York City,US,0,1966,95.69999695,31,concrete,1,
McCormick Building,Chicago,US,1908,1912,95.69999695,20,steel,2,
Park Plaza Apartments,St. Louis,US,1929,1931,95.5,27,steel,2,
W Hoboken Hotel and Residential Condominiums,Hoboken,US,2005,2009,95.5,27,concrete,2,
State Tower Building,Syracuse,US,0,1928,95.40000153,23,steel,1,
AT&T Center,Milwaukee,US,1918,1924,95.40000153,19,steel,1,
Marriott Courtyard Hotel,New York City,US,2015,2016,95.09999847,29,concrete,1,
777 South State,Chicago,US,1983,1984,95.09999847,27,concrete,1,
550 St. Clair,Chicago,US,2006,2008,95.09999847,26,concrete,1,
Roberts Tower at Mayfair Plaza,St. Louis,US,2007,2010,95.09999847,25,concrete,1,
Hilton Suites Chicago,Chicago,US,1988,1990,95,29,concrete,1,
4Marq,Minneapolis,US,2014,2015,94.79000092,30,concrete,1,
theWit Hotel,Chicago,US,2007,2009,94.79000092,26,concrete,1,
Capital Center South Tower,Indianapolis,US,1985,1987,94.79000092,22,precast,1,
Rand Tower,Minneapolis,US,1928,1929,94.68000031,27,steel,1,
Michigan Avenue Tower II,Chicago,US,2007,2009,94.66999817,28,concrete,1,
Hilton Homewood Suites and Wabash Suites Hotel,Chicago,US,2016,2018,94.63999939,29,concrete,2,
436 Albee Square,New York City,US,0,0,94.5,28,concrete,1,
West 57th Street by Hilton Club,New York City,US,0,2009,94.5,28,concrete,1,
Kalia Tower,Honolulu,US,0,2001,94.5,24,steel,1,
Skye Building,Charlotte,US,2006,2013,94.5,22,steel,2,
1 Empire State Plaza,Albany,US,0,1973,94.48999786,23,steel,1,
2 Empire State Plaza,Albany,US,0,1973,94.48999786,23,steel,1,
3 Empire State Plaza,Albany,US,0,1973,94.48999786,23,steel,1,
4 Empire State Plaza,Albany,US,0,1974,94.48999786,23,steel,1,
Tribune Tower,Oakland,US,1906,1923,94.48999786,20,steel,1,
3601 Market Street,Philadelphia,US,0,2015,94.30000305,28,concrete,1,
Omni Hotel CNN Center Expansion,Atlanta,US,2002,2003,94.27999878,28,concrete,1,
Society Hill Towers I,Philadelphia,US,1961,1964,94.18000031,31,concrete,1,
Society Hill Towers II,Philadelphia,US,1961,1964,94.18000031,31,concrete,1,
Society Hill Towers III,Philadelphia,US,1961,1964,94.18000031,31,concrete,1,
1440 Broadway,New York City,US,0,1925,94.18000031,25,steel,1,
ICON,Philadelphia,US,0,1929,94.18000031,24,steel,1,
First Federal Plaza,Rochester,US,1974,1976,94.18000031,21,steel,1,
World Building,New York City,US,1889,1890,94.18000031,20,steel,1,
Plymouth Towers Apartments,New York City,US,0,1977,94,30,concrete,1,
201 Pearl Street,New York City,US,0,2009,94,28,concrete,1,
EnV,Chicago,US,2008,2010,94,28,concrete,1,
RiverCenter I,Covington,US,1989,1990,94,19,steel,1,
Purves I,New York City,US,2014,2015,93.90000153,28,concrete,1,
James R. Thompson Center,Chicago,US,1983,1985,93.90000153,17,steel,1,
